UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
400080, 4,"R",475,"R",0,"R",475,"A",,"A",,"R",475,"R",137,"R",0,"R",137,"A",,"A",,"R",137,"R",220,"R",1,"R",219,"A",,"A",,"R",0,"R",832,"R",1,"R",831,"A",,"A",,"R",612
400187, 4,"R",150,"Z",0,"R",150,"A",,"A",,"R",131,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",71,"Z",0,"R",71,"A",,"A",,"R",55,"R",221,"R",0,"R",221,"A",,"A",,"R",186
401223, 1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1
401223, 2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1
401764, 4,"R",18,"Z",0,"R",18,"A",,"A",,"R",9,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",8,"Z",0,"R",8,"A",,"A",,"R",4,"R",27,"R",0,"R",27,"A",,"A",,"R",14
402563, 4,"R",34,"Z",0,"R",34,"A",,"A",,"R",26,"R",6,"Z",0,"R",6,"A",,"A",,"R",3,"R",2,"Z",0,"R",2,"A",,"A",,"R",0,"R",42,"R",0,"R",42,"A",,"A",,"R",29
402800, 4,"R",33,"Z",0,"R",33,"A",,"A",,"R",24,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",6,"Z",0,"R",6,"A",,"A",,"R",6,"R",42,"R",0,"R",42,"A",,"A",,"R",33
403469, 4,"R",55,"Z",0,"R",55,"A",,"A",,"R",24,"R",5,"Z",0,"R",5,"A",,"A",,"R",4,"R",60,"Z",0,"R",60,"A",,"A",,"R",36,"R",120,"R",0,"R",120,"A",,"A",,"R",64
403478, 4,"R",88,"Z",0,"R",88,"A",,"A",,"R",35,"R",6,"Z",0,"R",6,"A",,"A",,"R",3,"R",95,"Z",0,"R",95,"A",,"A",,"R",50,"R",189,"R",0,"R",189,"A",,"A",,"R",88
403487, 4,"R",72,"Z",0,"R",72,"A",,"A",,"R",36,"R",3,"Z",0,"R",3,"A",,"A",,"R",2,"R",131,"Z",0,"R",131,"A",,"A",,"R",84,"R",206,"R",0,"R",206,"A",,"A",,"R",122
404055, 1,"R",172,"R",0,"R",172,"R",2,"R",110,"R",112,"R",10,"R",0,"R",10,"R",0,"R",6,"R",6,"R",15,"R",0,"R",15,"R",0,"R",11,"R",11,"R",197,"R",0,"R",197,"R",2,"R",127,"R",129
404055, 3,"R",172,"Z",0,"R",172,"R",2,"R",110,"R",112,"R",10,"Z",0,"R",10,"R",0,"R",6,"R",6,"R",15,"Z",0,"R",15,"R",0,"R",11,"R",11,"R",197,"R",0,"R",197,"R",2,"R",127,"R",129
404338, 1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1
404338, 2,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1
404426, 4,"R",125,"Z",0,"R",125,"A",,"A",,"R",30,"R",9,"Z",0,"R",9,"A",,"A",,"R",1,"R",150,"Z",0,"R",150,"A",,"A",,"R",33,"R",284,"R",0,"R",284,"A",,"A",,"R",64
404684, 4,"R",176,"Z",0,"R",176,"A",,"A",,"R",153,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",60,"Z",0,"R",60,"A",,"A",,"R",2,"R",236,"R",0,"R",236,"A",,"A",,"R",155
404718, 4,"R",143,"Z",0,"R",143,"A",,"A",,"R",137,"R",5,"Z",0,"R",5,"A",,"A",,"R",5,"R",58,"Z",0,"R",58,"A",,"A",,"R",17,"R",206,"R",0,"R",206,"A",,"A",,"R",159
404912, 4,"R",228,"Z",0,"R",228,"A",,"A",,"R",146,"R",54,"Z",0,"R",54,"A",,"A",,"R",39,"R",56,"Z",0,"R",56,"A",,"A",,"R",32,"R",338,"R",0,"R",338,"A",,"A",,"R",217
405012, 4,"R",12,"Z",0,"R",12,"A",,"A",,"R",7,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",23,"Z",0,"R",23,"A",,"A",,"R",18,"R",36,"R",0,"R",36,"A",,"A",,"R",26
405058, 1,"R",11,"R",0,"R",11,"R",0,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32,"R",0,"R",32,"R",0,"R",21,"R",21,"R",43,"R",0,"R",43,"R",0,"R",28,"R",28
405058, 2,"R",11,"Z",0,"R",11,"Z",0,"R",7,"R",7,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",32,"Z",0,"R",32,"Z",0,"R",21,"R",21,"R",43,"R",0,"R",43,"R",0,"R",28,"R",28
405076, 4,"R",462,"Z",0,"R",462,"A",,"A",,"R",258,"R",23,"Z",0,"R",23,"A",,"A",,"R",12,"R",125,"Z",0,"R",125,"A",,"A",,"R",108,"R",610,"R",0,"R",610,"A",,"A",,"R",378
405854, 1,"R",23,"R",6,"R",17,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1,"R",26,"R",6,"R",20,"R",8,"R",0,"R",8
405854, 2,"R",23,"R",6,"R",17,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1,"R",26,"R",6,"R",20,"R",8,"R",0,"R",8
405872, 4,"R",79,"Z",0,"R",79,"A",,"A",,"R",37,"R",4,"Z",0,"R",4,"A",,"A",,"R",2,"R",339,"Z",0,"R",339,"A",,"A",,"R",160,"R",422,"R",0,"R",422,"A",,"A",,"R",199
406024, 1,"R",77,"R",0,"R",77,"R",1,"R",46,"R",47,"R",19,"R",0,"R",19,"R",0,"R",13,"R",13,"R",11,"R",0,"R",11,"R",0,"R",9,"R",9,"R",107,"R",0,"R",107,"R",1,"R",68,"R",69
406024, 2,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1
406024, 3,"R",76,"Z",0,"R",76,"Z",0,"R",46,"R",46,"R",19,"Z",0,"R",19,"Z",0,"R",13,"R",13,"R",10,"Z",0,"R",10,"Z",0,"R",9,"R",9,"R",105,"R",0,"R",105,"R",0,"R",68,"R",68
406033, 1,"R",262,"R",0,"R",262,"R",2,"R",171,"R",173,"R",88,"R",0,"R",88,"R",2,"R",61,"R",63,"R",48,"R",0,"R",48,"R",1,"R",34,"R",35,"R",398,"R",0,"R",398,"R",5,"R",266,"R",271
406033, 2,"R",4,"Z",0,"R",4,"R",2,"R",0,"R",2,"R",3,"Z",0,"R",3,"R",2,"R",0,"R",2,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",8,"R",0,"R",8,"R",5,"R",0,"R",5
406033, 3,"R",258,"Z",0,"R",258,"Z",0,"R",171,"R",171,"R",85,"Z",0,"R",85,"Z",0,"R",61,"R",61,"R",47,"Z",0,"R",47,"Z",0,"R",34,"R",34,"R",390,"R",0,"R",390,"R",0,"R",266,"R",266
406149, 4,"R",15,"Z",0,"R",15,"A",,"A",,"R",11,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",6,"Z",0,"R",6,"A",,"A",,"R",5,"R",23,"R",0,"R",23,"A",,"A",,"R",18
406325, 4,"R",17,"Z",0,"R",17,"A",,"A",,"R",15,"R",2,"Z",0,"R",2,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",19,"R",0,"R",19,"A",,"A",,"R",16
406361, 4,"R",11,"Z",0,"R",11,"A",,"A",,"R",6,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",13,"R",0,"R",13,"A",,"A",,"R",8
406422, 4,"R",27,"Z",0,"R",27,"A",,"A",,"R",27,"R",12,"Z",0,"R",12,"A",,"A",,"R",4,"R",7,"Z",0,"R",7,"A",,"A",,"R",4,"R",46,"R",0,"R",46,"A",,"A",,"R",35
406486, 4,"R",6,"Z",0,"R",6,"A",,"A",,"R",3,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",3,"Z",0,"R",3,"A",,"A",,"R",2,"R",11,"R",0,"R",11,"A",,"A",,"R",7
407090, 4,"R",21,"Z",0,"R",21,"A",,"A",,"R",16,"R",26,"Z",0,"R",26,"A",,"A",,"R",22,"R",4,"Z",0,"R",4,"A",,"A",,"R",4,"R",51,"R",0,"R",51,"A",,"A",,"R",42
407142, 4,"R",18,"Z",0,"R",18,"A",,"A",,"R",15,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",17,"Z",0,"R",17,"A",,"A",,"R",11,"R",35,"R",0,"R",35,"A",,"A",,"R",26
407151, 4,"R",23,"Z",0,"R",23,"A",,"A",,"R",18,"R",4,"Z",0,"R",4,"A",,"A",,"R",4,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",27,"R",0,"R",27,"A",,"A",,"R",22
407179, 4,"R",27,"Z",0,"R",27,"A",,"A",,"R",17,"R",5,"Z",0,"R",5,"A",,"A",,"R",3,"R",9,"Z",0,"R",9,"A",,"A",,"R",5,"R",41,"R",0,"R",41,"A",,"A",,"R",25
407355, 4,"R",25,"Z",0,"R",25,"A",,"A",,"R",18,"R",6,"Z",0,"R",6,"A",,"A",,"R",5,"R",8,"Z",0,"R",8,"A",,"A",,"R",6,"R",39,"R",0,"R",39,"A",,"A",,"R",29
407434, 4,"R",21,"Z",0,"R",21,"A",,"A",,"R",20,"R",8,"Z",0,"R",8,"A",,"A",,"R",7,"R",17,"Z",0,"R",17,"A",,"A",,"R",4,"R",46,"R",0,"R",46,"A",,"A",,"R",31
407461, 4,"R",40,"Z",0,"R",40,"A",,"A",,"R",29,"R",14,"Z",0,"R",14,"A",,"A",,"R",11,"R",20,"Z",0,"R",20,"A",,"A",,"R",11,"R",74,"R",0,"R",74,"A",,"A",,"R",51
407470, 4,"R",49,"Z",0,"R",49,"A",,"A",,"R",23,"R",2,"Z",0,"R",2,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",51,"R",0,"R",51,"A",,"A",,"R",23
407489, 4,"R",7,"Z",0,"R",7,"A",,"A",,"R",7,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",2,"Z",0,"R",2,"A",,"A",,"R",1,"R",10,"R",0,"R",10,"A",,"A",,"R",9
407513, 4,"R",12,"Z",0,"R",12,"A",,"A",,"R",11,"R",12,"Z",0,"R",12,"A",,"A",,"R",12,"R",11,"Z",0,"R",11,"A",,"A",,"R",11,"R",35,"R",0,"R",35,"A",,"A",,"R",34
407568, 4,"R",31,"Z",0,"R",31,"A",,"A",,"R",21,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",12,"Z",0,"R",12,"A",,"A",,"R",12,"R",44,"R",0,"R",44,"A",,"A",,"R",34
407577, 4,"R",96,"Z",0,"R",96,"A",,"A",,"R",63,"R",8,"Z",0,"R",8,"A",,"A",,"R",7,"R",3,"Z",0,"R",3,"A",,"A",,"R",2,"R",107,"R",0,"R",107,"A",,"A",,"R",72
407610, 1,"R",2,"R",0,"R",2,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",0,"R",1,"R",1,"R",5,"R",0,"R",5,"R",0,"R",2,"R",2
407610, 3,"R",2,"Z",0,"R",2,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"Z",0,"R",1,"R",1,"R",5,"R",0,"R",5,"R",0,"R",2,"R",2
407683, 4,"R",39,"Z",0,"R",39,"A",,"A",,"R",19,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",2,"Z",0,"R",2,"A",,"A",,"R",0,"R",43,"R",0,"R",43,"A",,"A",,"R",21
407708, 4,"R",55,"Z",0,"R",55,"A",,"A",,"R",19,"R",12,"Z",0,"R",12,"A",,"A",,"R",9,"R",15,"Z",0,"R",15,"A",,"A",,"R",10,"R",82,"R",0,"R",82,"A",,"A",,"R",38
407735, 4,"R",25,"Z",0,"R",25,"A",,"A",,"R",14,"R",5,"Z",0,"R",5,"A",,"A",,"R",4,"R",3,"Z",0,"R",3,"A",,"A",,"R",2,"R",33,"R",0,"R",33,"A",,"A",,"R",20
407832, 4,"R",35,"Z",0,"R",35,"A",,"A",,"R",28,"R",29,"Z",0,"R",29,"A",,"A",,"R",27,"R",125,"Z",0,"R",125,"A",,"A",,"R",100,"R",189,"R",0,"R",189,"A",,"A",,"R",155
408066, 4,"R",34,"Z",0,"R",34,"A",,"A",,"R",24,"R",8,"Z",0,"R",8,"A",,"A",,"R",7,"R",27,"Z",0,"R",27,"A",,"A",,"R",14,"R",69,"R",0,"R",69,"A",,"A",,"R",45
408163, 4,"R",9,"Z",0,"R",9,"A",,"A",,"R",5,"R",8,"Z",0,"R",8,"A",,"A",,"R",3,"R",3,"Z",0,"R",3,"A",,"A",,"R",0,"R",20,"R",0,"R",20,"A",,"A",,"R",8
408385, 4,"R",590,"Z",0,"R",590,"A",,"A",,"R",313,"R",16,"Z",0,"R",16,"A",,"A",,"R",9,"R",83,"Z",0,"R",83,"A",,"A",,"R",55,"R",689,"R",0,"R",689,"A",,"A",,"R",377
408844, 1,"R",372,"R",0,"R",372,"R",48,"R",53,"R",101,"R",42,"R",0,"R",42,"R",7,"R",7,"R",14,"R",52,"R",0,"R",52,"R",6,"R",10,"R",16,"R",466,"R",0,"R",466,"R",61,"R",70,"R",131
408844, 2,"R",115,"Z",0,"R",115,"R",48,"R",0,"R",48,"R",25,"Z",0,"R",25,"R",7,"R",0,"R",7,"R",6,"Z",0,"R",6,"R",6,"R",0,"R",6,"R",146,"R",0,"R",146,"R",61,"R",0,"R",61
408844, 3,"R",257,"Z",0,"R",257,"Z",0,"R",53,"R",53,"R",17,"Z",0,"R",17,"Z",0,"R",7,"R",7,"R",46,"Z",0,"R",46,"Z",0,"R",10,"R",10,"R",320,"R",0,"R",320,"R",0,"R",70,"R",70
408862, 4,"R",82,"Z",0,"R",82,"A",,"A",,"R",38,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",5,"Z",0,"R",5,"A",,"A",,"R",2,"R",89,"R",0,"R",89,"A",,"A",,"R",42
409032, 4,"R",231,"Z",0,"R",231,"A",,"A",,"R",198,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",231,"R",0,"R",231,"A",,"A",,"R",198
409120, 4,"R",41,"Z",0,"R",41,"A",,"A",,"R",24,"R",6,"Z",0,"R",6,"A",,"A",,"R",5,"R",2,"Z",0,"R",2,"A",,"A",,"R",0,"R",49,"R",0,"R",49,"A",,"A",,"R",29
409193, 4,"R",115,"Z",0,"R",115,"A",,"A",,"R",100,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",115,"R",0,"R",115,"A",,"A",,"R",100
409315, 1,"R",2550,"R",2,"R",2548,"R",53,"R",623,"R",676,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",617,"R",0,"R",617,"R",8,"R",189,"R",197,"R",3167,"R",2,"R",3165,"R",61,"R",812,"R",873
409315, 2,"R",35,"R",1,"R",34,"R",4,"R",2,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11,"R",0,"R",11,"R",1,"R",2,"R",3,"R",46,"R",1,"R",45,"R",5,"R",4,"R",9
409315, 3,"R",2515,"R",1,"R",2514,"R",49,"R",621,"R",670,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",606,"R",0,"R",606,"R",7,"R",187,"R",194,"R",3121,"R",1,"R",3120,"R",56,"R",808,"R",864
409591, 4,"R",6,"Z",0,"R",6,"A",,"A",,"R",3,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",4,"Z",0,"R",4,"A",,"A",,"R",3,"R",11,"R",0,"R",11,"A",,"A",,"R",7
409698, 1,"R",445,"R",0,"R",445,"R",277,"R",0,"R",277,"R",128,"R",0,"R",128,"R",80,"R",0,"R",80,"R",349,"R",0,"R",349,"R",226,"R",0,"R",226,"R",922,"R",0,"R",922,"R",583,"R",0,"R",583
409698, 2,"R",445,"Z",0,"R",445,"R",277,"R",0,"R",277,"R",128,"Z",0,"R",128,"R",80,"R",0,"R",80,"R",349,"Z",0,"R",349,"R",226,"R",0,"R",226,"R",922,"R",0,"R",922,"R",583,"R",0,"R",583
410797, 4,"R",100,"Z",0,"R",100,"A",,"A",,"R",71,"R",13,"Z",0,"R",13,"A",,"A",,"R",6,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",113,"R",0,"R",113,"A",,"A",,"R",77
410964, 4,"R",6,"Z",0,"R",6,"A",,"A",,"R",4,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",5,"Z",0,"R",5,"A",,"A",,"R",4,"R",11,"R",0,"R",11,"A",,"A",,"R",8
411684, 4,"R",5,"Z",0,"R",5,"A",,"A",,"R",4,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",3,"Z",0,"R",3,"A",,"A",,"R",2,"R",9,"R",0,"R",9,"A",,"A",,"R",7
412173, 4,"R",17,"Z",0,"R",17,"A",,"A",,"R",8,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",8,"Z",0,"R",8,"A",,"A",,"R",5,"R",25,"R",0,"R",25,"A",,"A",,"R",13
412535, 4,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",4,"R",0,"R",4,"A",,"A",,"R",4
412544, 4,"R",20,"Z",0,"R",20,"A",,"A",,"R",15,"R",5,"Z",0,"R",5,"A",,"A",,"R",4,"R",19,"Z",0,"R",19,"A",,"A",,"R",17,"R",44,"R",0,"R",44,"A",,"A",,"R",36
412599, 4,"R",394,"Z",0,"R",394,"A",,"A",,"R",134,"R",5,"Z",0,"R",5,"A",,"A",,"R",2,"R",34,"Z",0,"R",34,"A",,"A",,"R",7,"R",433,"R",0,"R",433,"A",,"A",,"R",143
413176, 4,"R",6,"Z",0,"R",6,"A",,"A",,"R",6,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",6,"Z",0,"R",6,"A",,"A",,"R",5,"R",12,"R",0,"R",12,"A",,"A",,"R",11
413413, 1,"R",4,"R",0,"R",4,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",1,"R",1,"R",2,"R",9,"R",0,"R",9,"R",2,"R",1,"R",3
413413, 2,"R",4,"Z",0,"R",4,"R",1,"R",0,"R",1,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",1,"R",0,"R",1,"R",8,"R",0,"R",8,"R",2,"R",0,"R",2
413413, 3,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1
413617, 1,"R",26,"R",0,"R",26,"R",3,"R",3,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14,"R",0,"R",14,"R",0,"R",5,"R",5,"R",40,"R",0,"R",40,"R",3,"R",8,"R",11
413617, 3,"R",26,"Z",0,"R",26,"R",3,"R",3,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",14,"Z",0,"R",14,"R",0,"R",5,"R",5,"R",40,"R",0,"R",40,"R",3,"R",8,"R",11
413626, 4,"R",10,"Z",0,"R",10,"A",,"A",,"Z",0,"R",0,"Z",0,"R",0,"A",,"A",,"Z",0,"R",0,"Z",0,"R",0,"A",,"A",,"Z",0,"R",10,"R",0,"R",10,"A",,"A",,"R",0
413680, 4,"R",127,"R",0,"R",127,"A",,"A",,"R",81,"R",38,"R",1,"R",37,"A",,"A",,"R",32,"R",15,"R",0,"R",15,"A",,"A",,"R",9,"R",180,"R",1,"R",179,"A",,"A",,"R",122
413820, 4,"R",16,"Z",0,"R",16,"A",,"A",,"R",16,"R",11,"Z",0,"R",11,"A",,"A",,"R",11,"R",7,"Z",0,"R",7,"A",,"A",,"R",0,"R",34,"R",0,"R",34,"A",,"A",,"R",27
413893, 4,"R",716,"R",1,"R",715,"A",,"A",,"R",370,"R",8,"R",0,"R",8,"A",,"A",,"R",5,"R",8,"R",0,"R",8,"A",,"A",,"R",5,"R",732,"R",1,"R",731,"A",,"A",,"R",380
414063, 4,"R",13,"Z",0,"R",13,"A",,"A",,"R",11,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",17,"Z",0,"R",17,"A",,"A",,"R",17,"R",32,"R",0,"R",32,"A",,"A",,"R",30
414124, 4,"R",152,"Z",0,"R",152,"A",,"A",,"R",126,"R",21,"Z",0,"R",21,"A",,"A",,"R",21,"R",72,"Z",0,"R",72,"A",,"A",,"R",68,"R",245,"R",0,"R",245,"A",,"A",,"R",215
414461, 4,"R",559,"Z",0,"R",559,"A",,"A",,"R",367,"R",48,"Z",0,"R",48,"A",,"A",,"R",48,"R",79,"Z",0,"R",79,"A",,"A",,"R",13,"R",686,"R",0,"R",686,"A",,"A",,"R",428
414489, 4,"R",40,"Z",0,"R",40,"A",,"A",,"R",20,"R",2,"Z",0,"R",2,"A",,"A",,"R",0,"R",55,"Z",0,"R",55,"A",,"A",,"R",14,"R",97,"R",0,"R",97,"A",,"A",,"R",34
414540, 4,"R",109,"Z",0,"R",109,"A",,"A",,"R",48,"R",19,"Z",0,"R",19,"A",,"A",,"R",11,"R",162,"Z",0,"R",162,"A",,"A",,"R",96,"R",290,"R",0,"R",290,"A",,"A",,"R",155
414595, 1,"R",10,"R",0,"R",10,"R",0,"R",3,"R",3,"R",8,"R",0,"R",8,"R",0,"R",8,"R",8,"R",13,"R",0,"R",13,"R",3,"R",7,"R",10,"R",31,"R",0,"R",31,"R",3,"R",18,"R",21
414595, 2,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3,"R",0,"R",3,"R",4,"R",0,"R",4,"R",3,"R",0,"R",3
414595, 3,"R",9,"Z",0,"R",9,"Z",0,"R",3,"R",3,"R",8,"Z",0,"R",8,"Z",0,"R",8,"R",8,"R",10,"Z",0,"R",10,"Z",0,"R",7,"R",7,"R",27,"R",0,"R",27,"R",0,"R",18,"R",18
414878, 1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1
414878, 2,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1
414911, 4,"R",91,"R",1,"R",90,"A",,"A",,"R",34,"R",1,"R",0,"R",1,"A",,"A",,"R",1,"R",68,"R",0,"R",68,"A",,"A",,"R",30,"R",160,"R",1,"R",159,"A",,"A",,"R",65
414939, 4,"R",233,"Z",0,"R",233,"A",,"A",,"R",120,"R",24,"Z",0,"R",24,"A",,"A",,"R",16,"R",57,"Z",0,"R",57,"A",,"A",,"R",21,"R",314,"R",0,"R",314,"A",,"A",,"R",157
415039, 4,"R",6,"Z",0,"R",6,"A",,"A",,"R",3,"R",7,"Z",0,"R",7,"A",,"A",,"R",6,"R",5,"Z",0,"R",5,"A",,"A",,"R",5,"R",18,"R",0,"R",18,"A",,"A",,"R",14
415057, 4,"R",28,"Z",0,"R",28,"A",,"A",,"R",17,"R",29,"Z",0,"R",29,"A",,"A",,"R",23,"R",26,"Z",0,"R",26,"A",,"A",,"R",23,"R",83,"R",0,"R",83,"A",,"A",,"R",63
415987, 4,"R",295,"Z",0,"R",295,"A",,"A",,"R",209,"R",7,"Z",0,"R",7,"A",,"A",,"R",3,"R",8,"Z",0,"R",8,"A",,"A",,"R",8,"R",310,"R",0,"R",310,"A",,"A",,"R",220
416458, 4,"R",55,"Z",0,"R",55,"A",,"A",,"R",25,"R",5,"Z",0,"R",5,"A",,"A",,"R",1,"R",6,"Z",0,"R",6,"A",,"A",,"R",4,"R",66,"R",0,"R",66,"A",,"A",,"R",30
417008, 4,"R",47,"Z",0,"R",47,"A",,"A",,"R",24,"R",5,"Z",0,"R",5,"A",,"A",,"R",5,"R",19,"Z",0,"R",19,"A",,"A",,"R",9,"R",71,"R",0,"R",71,"A",,"A",,"R",38
417062, 4,"R",13,"Z",0,"R",13,"A",,"A",,"R",10,"R",2,"Z",0,"R",2,"A",,"A",,"R",2,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",15,"R",0,"R",15,"A",,"A",,"R",12
417105, 4,"R",95,"Z",0,"R",95,"A",,"A",,"R",20,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",153,"Z",0,"R",153,"A",,"A",,"R",113,"R",248,"R",0,"R",248,"A",,"A",,"R",133
417123, 4,"R",15,"Z",0,"R",15,"A",,"A",,"R",14,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",15,"Z",0,"R",15,"A",,"A",,"R",15,"R",30,"R",0,"R",30,"A",,"A",,"R",29
417248, 4,"R",4,"Z",0,"R",4,"A",,"A",,"R",4,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",29,"Z",0,"R",29,"A",,"A",,"R",28,"R",33,"R",0,"R",33,"A",,"A",,"R",32
417275, 4,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",38,"Z",0,"R",38,"A",,"A",,"R",30,"R",41,"R",0,"R",41,"A",,"A",,"R",33
417327, 4,"R",10,"Z",0,"R",10,"A",,"A",,"R",9,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",2,"Z",0,"R",2,"A",,"A",,"R",0,"R",12,"R",0,"R",12,"A",,"A",,"R",9
